title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
Plants Bite Back!,Richard Platt,3.88,eng,48.0,21,5,10/25/1999,DK Publishing (Dorling Kindersley),-,0,10,25,1999,20,1,до 100 стр.,3.88,48.0,DK Publishing (Dorling Kindersley)
Last Wish,Francine Pascal,3.91,eng,,2,0,5/1/1999,Bantam Books,-,0,5,1,1999,20,1,,3.91,296.0,Bantam Books
Dear Sister,Francine Pascal/Kate William,3.53,eng,,2071,81,11/1/1984,Bantam Books,Sweet Valley High,7,11,1,1984,20,2,,3.53,296.0,Bantam Books
The Secret Garden Coloring Boo,Brian Doherty/Frances Hodgson Burnett/Thea Kliros,,eng,48.0,4,0,7/16/2014,Dover Publications,-,0,7,16,2014,21,3,до 100 стр.,3.95,48.0,Dover Publications
The Little Princesse,Marion Crawford/Jennie Bond,4.03,eng,230.0,416,65,4/10/2003,St. Martin's Press,-,0,4,10,2003,21,2,от 100 до 500 стр.,4.03,230.0,St. Martin's Press
Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and book,William   Anderson/Leslie A.  Kelly,,eng,120.0,91,7,12/1/1995,Harper Perennial,-,0,12,1,1995,20,2,от 100 до 500 стр.,3.95,120.0,Harper Perennial
The Collected Works of C.S. Lewi,C.S. Lewis/Michael Hauge,4.45,other,537.0,39,3,3/30/1996,Thomas Nelson,-,0,3,30,1996,20,2,от 500 до 1000 стр.,4.45,537.0,Thomas Nelson
Pedro Páram,Juan Rulfo,4.05,other,122.0,504,44,10/31/2013,Anagrama,-,0,10,31,2013,21,1,от 100 до 500 стр.,4.05,122.0,Anagrama
Pedro Páramo / El Llano en llama,Juan Rulfo,4.29,other,290.0,5103,118,4/1/2006,,-,0,4,1,2006,21,1,от 100 до 500 стр.,4.29,290.0,Vintage
Pedro Paramo / El Llano En Llama,Juan Rulfo,4.29,other,290.0,6,2,11/1/2002,Planeta Publishing,-,0,11,1,2002,21,1,от 100 до 500 стр.,4.29,290.0,Planeta Publishing
Peter Pan in Kensington Gardens / Peter and Wend,J.M. Barrie/Peter Hollindale,4.06,eng,288.0,4206,102,10/28/1999,,-,0,10,28,1999,20,2,от 100 до 500 стр.,4.06,288.0,Vintage
Walt Disney's Peter Pan,Walt Disney Company/Al Dempster,4.39,eng,24.0,5661,87,1/23/2007,Golden/Disney,-,0,1,23,2007,21,2,до 100 стр.,4.39,24.0,Golden/Disney
Peter Pan And Wend,J.M. Barrie/Ken Geist,4.08,eng,224.0,141,23,10/1/2004,Orchard Books,-,0,10,1,2004,21,2,от 100 до 500 стр.,4.08,224.0,Orchard Books
Alice in Wonderland / Hunting of the Snar,Lewis Carroll/Donald J. Gray,,eng,416.0,1404,87,4/17/1992,W. W. Norton & Company,-,0,4,17,1992,20,2,от 100 до 500 стр.,3.95,416.0,W. W. Norton & Company
Hole,Louis Sachar,3.96,eng,233.0,2699,230,3/11/2003,Yearling Books,-,0,3,11,2003,21,1,от 100 до 500 стр.,3.96,233.0,Yearling Books
Rabbit Hol,David Lindsay-Abaire,4.06,eng,157.0,6634,185,9/1/2006,Theatre Communications Group,-,0,9,1,2006,21,1,от 100 до 500 стр.,4.06,157.0,Theatre Communications Group
A Magic Crystal?,Louis Sachar,3.76,eng,128.0,227,21,5/2/2005,Bloomsbury Publishing PLC,-,0,5,2,2005,21,1,от 100 до 500 стр.,3.76,128.0,Bloomsbury Publishing PLC
Super Fast Out of Contro,Louis Sachar,3.75,eng,128.0,0,0,5/2/2005,Bloomsbury Publishing PLC,-,0,5,2,2005,21,1,от 100 до 500 стр.,3.75,128.0,Bloomsbury Publishing PLC
The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galax,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,3.86,eng,240.0,129,10,3/11/2005,Smart Pop,-,0,3,11,2005,21,20,от 100 до 500 стр.,3.86,240.0,Smart Pop
The Feminine Mystiqu,Betty Friedan/Anna Quindlen,3.86,eng,592.0,10108,650,9/17/2001,W. W. Norton  Company,-,0,9,17,2001,21,2,от 500 до 1000 стр.,3.86,592.0,W. W. Norton  Company
"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminis",Daniel Horowitz,3.59,eng,384.0,58,6,9/27/2000,University of Massachusetts Press,-,0,9,27,2000,20,1,от 100 до 500 стр.,3.59,384.0,University of Massachusetts Press
James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Smal,James Herriot/Ruth Brown/Peter Barrett,4.45,eng,260.0,10128,245,9/1/1992,St. Martin's Press,-,0,9,1,1992,20,3,от 100 до 500 стр.,4.45,260.0,St. Martin's Press
James Herriot's Dog Storie,James Herriot/Victor G. Ambrus,4.4,eng,464.0,5692,214,11/14/2006,St. Martin's Griffin,-,0,11,14,2006,21,2,от 100 до 500 стр.,4.4,464.0,St. Martin's Griffin
The Real James Herriot: A Memoir of My Fathe,Jim Wight,4.2,other,,4247,153,5/1/2001,Ballantine Books,-,0,5,1,2001,21,1,,4.2,296.0,Ballantine Books
The Lord God Made Them Al,James Herriot,4.42,eng,373.0,12580,197,9/15/1998,St. Martin's Paperbacks,-,0,9,15,1998,20,1,от 100 до 500 стр.,4.42,373.0,St. Martin's Paperbacks
Who Was Mark Twain,April Jones Prince/Nancy Harrison/John   O'Brien,4.16,eng,112.0,529,56,5/24/2004,Grosset & Dunlap,-,0,5,24,2004,21,3,от 100 до 500 стр.,4.16,112.0,Grosset & Dunlap
Roughing I,Mark Twain/Henry B. Wonham,3.89,eng,,5846,494,4/29/2003,Pocket Books,-,0,4,29,2003,21,2,,3.89,296.0,Pocket Books
Death of a Salesma,Arthur  Miller,3.51,eng,139.0,1223,104,5/18/1949,Viking Books,-,0,5,18,1949,20,1,от 100 до 500 стр.,3.51,139.0,Viking Books
The Portable Arthur Mille,Arthur  Miller/Harold Clurman/Christopher Bigsby,,eng,,232,6,7/29/2003,Penguin Books,-,0,7,29,2003,21,3,,3.95,296.0,Penguin Books
Incident at Vich,Arthur  Miller,,eng,80.0,686,54,4/2/1985,Penguin Books,-,0,4,2,1985,20,1,до 100 стр.,3.95,80.0,Penguin Books
Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Master,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,4.24,eng,144.0,400,29,5/1/1997,Chicago Review Press,-,0,5,1,1997,20,3,от 100 до 500 стр.,4.24,144.0,Chicago Review Press
The Portable Thomas Jefferso,Thomas Jefferson/Merrill D. Peterson,4.05,eng,589.0,171,6,10/27/1977,Penguin Classics,-,0,10,27,1977,20,2,от 500 до 1000 стр.,4.05,589.0,Penguin Classics
Autobiography of Thomas Jefferso,Thomas Jefferson,3.89,eng,112.0,696,34,6/3/2005,Dover Publications,-,0,6,3,2005,21,1,от 100 до 500 стр.,3.89,112.0,Dover Publications
Juan Rulfo's Mexic,Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter,,eng,223.0,41,3,8/17/2002,Smithsonian Books,-,0,8,17,2002,21,7,от 100 до 500 стр.,3.95,223.0,Smithsonian Books
The Burning Plain and Other Storie,Juan Rulfo/Kermit Oliver/George D. Schade,4.19,other,191.0,337,45,1/1/1971,University of Texas Press,-,0,1,1,1971,20,3,от 100 до 500 стр.,4.19,191.0,University of Texas Press
Laughter and Tears: A Family's Journey to Understanding the Autism Spectru,Ann Hewetson,4.0,eng,,4,1,1/15/2005,Jessica Kingsley Publishers,-,0,1,15,2005,21,1,,4.0,296.0,Jessica Kingsley Publishers
Quito 1599: City and Colony in Transitio,Kris Lane/Lyman L. Johnson,3.52,eng,312.0,22,2,7/26/2002,University of New Mexico Press,-,0,7,26,2002,21,2,от 100 до 500 стр.,3.52,312.0,University of New Mexico Press
1599: A Year in the Life of William Shakespear,James Shapiro,4.09,eng,429.0,34,6,9/1/2005,Faber & Faber,-,0,9,1,2005,21,1,от 100 до 500 стр.,4.09,429.0,Faber & Faber
The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of Franc,Carol Drinkwater,,eng,336.0,3269,174,6/25/2002,Penguin Books,-,0,6,25,2002,21,1,от 100 до 500 стр.,3.95,336.0,Penguin Books
Confederates in the Attic: Dispatches from the Unfinished Civil Wa,Tony Horwitz,4.09,eng,406.0,19207,1596,2/22/1999,Vintage,-,0,2,22,1999,20,1,от 100 до 500 стр.,4.09,406.0,Vintage
Convergence Culture: Where Old and New Media Collid,Henry Jenkins,3.85,other,308.0,3147,118,8/1/2006,New York University Press,-,0,8,1,2006,21,1,от 100 до 500 стр.,3.85,308.0,New York University Press
The Sling and the Stone: On War in the 21st Centur,Thomas X. Hammes,,eng,336.0,698,36,2/17/2006,Zenith Press,-,0,2,17,2006,21,1,от 100 до 500 стр.,3.95,336.0,Zenith Press
Mistleto,Hailey Abbott/Melissa de la Cruz/Aimee Friedman/Nina Malkin,3.41,eng,222.0,541,57,10/1/2006,Scholastic Paperbacks,-,0,10,1,2006,21,4,от 100 до 500 стр.,3.41,222.0,Scholastic Paperbacks
The Guide to Hollywood and Beverly Hill,Charles Lockwood,,eng,174.0,3,0,1/16/1984,Random House Value Publishing,-,0,1,16,1984,20,1,от 100 до 500 стр.,3.95,174.0,Random House Value Publishing
Follow Your Heart's Vegetarian Soup Cookboo,Janice Cook Migliaccio,3.47,eng,127.0,15,1,12/31/1983,Woodbridge Press Publishing Company,-,0,12,31,1983,20,1,от 100 до 500 стр.,3.47,127.0,Woodbridge Press Publishing Company
Follow Your Hear,Susanna Tamaro/John T. Cullen,3.59,eng,208.0,3294,213,8/1/1996,Delta,-,0,8,1,1996,20,2,от 100 до 500 стр.,3.59,208.0,Delta
Naughty Little Secre,Shayla Black/Shelley Bradley,3.73,eng,212.0,2323,161,8/1/2006,Samhain Publishing,-,0,8,1,2006,21,2,от 100 до 500 стр.,3.73,212.0,Samhain Publishing
No Accident,Emily Blake,4.16,eng,160.0,324,16,5/1/2006,Scholastic Paperbacks,Little Secrets,2,5,1,2006,21,1,от 100 до 500 стр.,4.16,160.0,Scholastic Paperbacks
Dirty Little Secrets,Julie Leto,3.58,eng,352.0,444,51,5/31/2005,Gallery Books,Marisela Morales/Dirty,1,5,31,2005,21,1,от 100 до 500 стр.,3.58,352.0,Gallery Books
Dirty Little Secret,Joy King,4.15,eng,256.0,304,31,5/30/2006,St. Martin's Griffin,-,0,5,30,2006,21,1,от 100 до 500 стр.,4.15,256.0,St. Martin's Griffin
Three Little Secrets,Liz Carlyle,3.84,eng,,1181,50,4/1/2006,Pocket Star,MacLachlan Family,4,4,1,2006,21,1,,3.84,296.0,Pocket Star
Lori's Little Secret,Christine Rimmer,3.76,eng,248.0,101,6,5/1/2005,Silhouette,Bravo Family,15,5,1,2005,21,1,от 100 до 500 стр.,3.76,248.0,Silhouette
The Day My Butt Went Psych,Andy Griffiths/Miles Thompson,,eng,220.0,1853,232,4/1/2003,Scholastic  Inc.,-,0,4,1,2003,21,2,от 100 до 500 стр.,3.95,220.0,Scholastic  Inc.
Just Disgusting,Andy Griffiths/Terry Denton,3.83,eng,180.0,70,3,8/1/2002,Pan Australia,-,0,8,1,2002,21,2,от 100 до 500 стр.,3.83,180.0,Pan Australia
Thorn in Her Side,Jane B. Mason/Sarah Hines Stephens,3.88,eng,144.0,214,8,1/1/2006,Scholastic Paperbacks,The Princess School,7,1,1,2006,21,2,от 100 до 500 стр.,3.88,144.0,Scholastic Paperbacks
The Princess of the Chalet Schoo,Elinor M. Brent-Dyer,4.08,eng,,465,21,1/1/2000,HarperCollins,-,0,1,1,2000,20,1,,4.08,296.0,HarperCollins
Let Down Your Hai,Jane B. Mason/Sarah Hines Stephens,3.83,eng,144.0,450,12,12/1/2004,Scholastic Paperbacks,-,0,12,1,2004,21,2,от 100 до 500 стр.,3.83,144.0,Scholastic Paperbacks
Betrayal,Robin Wasserman,,other,,1435,101,7/1/2007,Scholastic Paperbacks,Chasing Yesterday,2,7,1,2007,21,1,,3.95,296.0,Scholastic Paperbacks
Second Home: Finding Your Place in the Fun,Denny Caringer/Better Homes and Gardens,3.83,eng,216.0,6,1,10/15/2000,Better Homes and Gardens Books,-,0,10,15,2000,20,2,от 100 до 500 стр.,3.83,216.0,Better Homes and Gardens Books
Six Frigates: The Epic History of the Founding of the U. S. Nav,Ian W. Toll,4.32,eng,560.0,3966,322,10/17/2006,W. W. Norton  Company,-,0,10,17,2006,21,1,от 500 до 1000 стр.,4.32,560.0,W. W. Norton  Company
Power  Sex  Suicide: Mitochondria and the Meaning of Lif,Nick Lane,4.24,eng,354.0,2221,151,12/1/2006,Oxford University Press  USA,-,0,12,1,2006,21,1,от 100 до 500 стр.,4.24,354.0,Oxford University Press  USA
Die Tagebücher einer Nann,Emma McLaughlin/Nicola Kraus,3.42,other,344.0,38,2,2/1/2003,Goldmann,-,0,2,1,2003,21,2,от 100 до 500 стр.,3.42,344.0,Goldmann
Saint Ignatius Loyola: The Pilgrim Years 1491-153,James Brodrick,,eng,350.0,11,1,11/1/1998,Ignatius Press,-,0,11,1,1998,20,1,от 100 до 500 стр.,3.95,350.0,Ignatius Press
Deep Storm,Lincoln Child,3.87,eng,370.0,21502,801,3/15/2007,,Jeremy Logan,1,3,15,2007,21,1,от 100 до 500 стр.,3.87,370.0,Vintage
Death Matc,Lincoln Child,3.79,eng,,8699,410,10/31/2006,Anchor Books,-,0,10,31,2006,21,1,,3.79,296.0,Anchor Books
Reliquary,Douglas Preston/Lincoln Child,4.01,eng,464.0,32325,1044,8/1/2005,Tor Books,Pendergast,2,8,1,2005,21,2,от 100 до 500 стр.,4.01,464.0,Tor Books
Still Life With Crows,Douglas Preston/Lincoln Child,4.18,eng,564.0,26865,1228,7/1/2004,Grand Central Publishing,Pendergast,4,7,1,2004,21,2,от 500 до 1000 стр.,4.18,564.0,Grand Central Publishing
Dancing on My Grav,Gelsey Kirkland/Greg Lawrence,,eng,363.0,1593,133,11/1/1987,Jove,-,0,11,1,1987,20,2,от 100 до 500 стр.,3.95,363.0,Jove
Dancing on His Grave: A True Story of Survival and Triump,Barbara Richard,3.76,eng,296.0,16,4,6/5/2006,Trafford Publishing,-,0,6,5,2006,21,1,от 100 до 500 стр.,3.76,296.0,Trafford Publishing
Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Bod,Courtney E. Martin,3.78,other,352.0,1116,125,4/17/2007,Free Press,-,0,4,17,2007,21,1,от 100 до 500 стр.,3.78,352.0,Free Press
The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possibl,Brian Tracy,4.05,eng,91.0,1627,88,11/13/2000,Berrett-Koehler Publishers,-,0,11,13,2000,20,1,до 100 стр.,4.05,91.0,Berrett-Koehler Publishers
The Cake Boo,Tish Boyle/John Uher,4.19,eng,384.0,100,12,4/14/2006,Houghton Mifflin Harcourt,-,0,4,14,2006,21,2,от 100 до 500 стр.,4.19,384.0,Houghton Mifflin Harcourt
Grand Finales: A Modernist View of Plated Dessert,Tish Boyle/Timothy Moriarty,4.24,eng,288.0,17,0,11/7/1997,Wiley,-,0,11,7,1997,20,2,от 100 до 500 стр.,4.24,288.0,Wiley
The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolutio,Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds,4.07,eng,304.0,2611,105,10/17/2006,W. W. Norton  Company,-,0,10,17,2006,21,3,от 100 до 500 стр.,4.07,304.0,W. W. Norton  Company
The Bride Finder,Susan Carroll,3.84,eng,416.0,1242,96,1/30/1999,Ivy Books,St. Leger,1,1,30,1999,20,1,от 100 до 500 стр.,3.84,416.0,Ivy Books
The Courtesan,Susan Carroll,,eng,560.0,2218,104,7/26/2005,Ballantine Books,The Dark Queen Saga,2,7,26,2005,21,1,от 500 до 1000 стр.,3.95,560.0,Ballantine Books
Giovanni and Lusanna: Love and Marriage in Renaissance Florenc,Gene A. Brucker,3.57,eng,160.0,268,25,12/14/2004,University of California Press,-,0,12,14,2004,21,1,от 100 до 500 стр.,3.57,160.0,University of California Press
The Collected Poetry  1968-199,Nikki Giovanni/Virginia C. Fowler,,eng,512.0,1249,52,1/23/2007,William Morrow,-,0,1,23,2007,21,2,от 500 до 1000 стр.,3.95,512.0,William Morrow
Mozart's Don Giovanni,Wolfgang Amadeus Mozart/Lorenzo Da Ponte/Ellen H. Bleiler,3.94,eng,128.0,51,2,10/1/1985,Dover Publications,-,0,10,1,1985,20,3,от 100 до 500 стр.,3.94,128.0,Dover Publications
Love Poem,Nikki Giovanni,4.26,eng,96.0,1743,134,2/14/1997,William Morrow,-,0,2,14,1997,20,1,до 100 стр.,4.26,96.0,William Morrow
Ros,Nikki Giovanni/Bryan Collier,4.35,other,,6097,635,10/1/2005,Henry Holt and Co. (BYR),-,0,10,1,2005,21,2,,4.35,296.0,Henry Holt and Co. (BYR)
The covert war against rock: what you don't know about the deaths of Jim Morrison  Tupac Shakur  Michael Hutchence  Brian Jones  Jimi Hendrix  Phil Ochs  Bob Marley  Peter Tosh  John Lennon  The Notorious B.I.,Alex Constantine,3.58,eng,280.0,85,8,5/1/2000,Feral House,-,0,5,1,2000,20,1,от 100 до 500 стр.,3.58,280.0,Feral House
Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Les,Gale Gand/Julia Moskin/Tim Turner,3.71,eng,160.0,24,4,1/13/2004,Clarkson Potter/Publishers,-,0,1,13,2004,21,3,от 100 до 500 стр.,3.71,160.0,Clarkson Potter/Publishers
What Angels Fear,C.S. Harris,3.89,eng,410.0,10168,1077,10/3/2006,Signet,Sebastian St. Cyr,1,10,3,2006,21,1,от 100 до 500 стр.,3.89,410.0,Signet
Breaking Free from Compulsive Eatin,Geneen Roth,4.01,eng,224.0,182,12,9/1/1993,Plume,-,0,9,1,1993,20,1,от 100 до 500 стр.,4.01,224.0,Plume
When Food Is Love: Exploring the Relationship Between Eating and Intimac,Geneen Roth,4.04,eng,224.0,1536,134,7/1/1992,Plume Books,-,0,7,1,1992,20,1,от 100 до 500 стр.,4.04,224.0,Plume Books
You're Born an Original  Don't Die a Copy,John Mason,,eng,120.0,178,24,12/1/1993,Insight International,-,0,12,1,1993,20,1,от 100 до 500 стр.,3.95,120.0,Insight International
Orin Aoraiosaa: Songs for Selected Head,John    Mason,4.39,eng,,39,3,1/1/1997,Yoruba Theological Archministry,-,0,1,1,1997,20,1,,4.39,296.0,Yoruba Theological Archministry
Guide to Stress Reductio,L. John Mason,,eng,,9,1,5/22/2001,Celestial Arts,-,0,5,22,2001,21,1,,3.95,296.0,Celestial Arts
La máquina de folla,Charles Bukowski,3.92,other,190.0,951,85,7/1/1995,Anagrama,-,0,7,1,1995,20,1,от 100 до 500 стр.,3.92,190.0,Anagrama
Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Lif,Beth A. Jones,,eng,124.0,9,0,5/1/2006,Harrison House,-,0,5,1,2006,21,1,от 100 до 500 стр.,3.95,124.0,Harrison House
Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movemen,Ann Bausum,3.98,eng,80.0,254,57,12/27/2005,National Geographic Children's Books,-,0,12,27,2005,21,1,до 100 стр.,3.98,80.0,National Geographic Children's Books
The Milagro Beanfield Wa,John     Nichols,4.1,eng,,9120,395,2/15/2000,Holt McDougal,-,0,2,15,2000,20,1,,4.1,296.0,Holt McDougal
The Magic Journe,John     Nichols,3.91,eng,528.0,449,28,2/15/2000,Holt Paperbacks,-,0,2,15,2000,20,1,от 500 до 1000 стр.,3.91,528.0,Holt Paperbacks
Captain Slaughterboard Drops Ancho,Mervyn Peake,4.09,other,,165,17,12/31/2001,Candlewick Press (MA),-,0,12,31,2001,21,1,,4.09,296.0,Candlewick Press (MA)
Hide-and-Seek with Angels: The Life of J.M. Barri,Lisa Chaney,3.91,eng,448.0,66,11,5/16/2006,Arrow,-,0,5,16,2006,21,1,от 100 до 500 стр.,3.91,448.0,Arrow
The Hunted,L.A. Banks,4.14,eng,565.0,2732,79,6/13/2005,St. Martin's Paperbacks,Vampire Huntress,3,6,13,2005,21,1,от 500 до 1000 стр.,4.14,565.0,St. Martin's Paperbacks
The Bitten,L.A. Banks,,other,,2447,63,6/13/2005,St. Martin's Griffin,Vampire Huntress,4,6,13,2005,21,1,,3.95,296.0,St. Martin's Griffin
The Forsaken,L.A. Banks,4.35,eng,,1878,36,6/27/2006,St. Martin's Griffin,Vampire Huntress,7,6,27,2006,21,1,,4.35,296.0,St. Martin's Griffin
Minion,L.A. Banks,3.44,eng,286.0,5531,493,5/4/2004,St. Martin's Paperback,Vampire Huntress,1,5,4,2004,21,1,от 100 до 500 стр.,3.44,286.0,St. Martin's Paperback
The Awakening,L.A. Banks,4.0,eng,,3173,133,12/28/2004,St. Martin's Paperbacks,Vampire Huntress,2,12,28,2004,21,1,,4.0,296.0,St. Martin's Paperbacks
The Forbidden,L.A. Banks,4.27,eng,490.0,2133,42,6/27/2006,St. Martin's Paperbacks,Vampire Huntress,5,6,27,2006,21,1,от 100 до 500 стр.,4.27,490.0,St. Martin's Paperbacks
The Damned,L.A. Banks,4.28,eng,487.0,69,3,1/24/2006,St. Martin's Griffin,Vampire Huntress,6,1,24,2006,21,1,от 100 до 500 стр.,4.28,487.0,St. Martin's Griffin
Brand New Justice: How Branding Places and Products Can Help the Developing Worl,Simon Anholt,3.69,other,184.0,15,0,1/15/2005,Routledge,-,0,1,15,2005,21,1,от 100 до 500 стр.,3.69,184.0,Routledge
Katie's Big Move,Teddy Slater/Wayne Alfano,3.75,eng,77.0,12,0,12/31/1996,Scholastic,Junior Gymnasts,2,12,31,1996,20,2,до 100 стр.,3.75,77.0,Scholastic
Amanda's Unlucky Day,Teddy Slater/Wayne Alfano,3.5,eng,78.0,6,1,12/31/1997,Apple,Junior Gymnasts,6,12,31,1997,20,2,до 100 стр.,3.5,78.0,Apple
Beat That! Cookboo,Ann Hodgman,4.31,eng,208.0,34,1,10/7/1999,Rux Martin/Houghton Mifflin Harcourt,-,0,10,7,1999,20,1,от 100 до 500 стр.,4.31,208.0,Rux Martin/Houghton Mifflin Harcourt
Stake That,Mari Mancusi,3.97,eng,288.0,5449,191,12/5/2006,Berkley,Blood Coven Vampire,2,12,5,2006,21,1,от 100 до 500 стр.,3.97,288.0,Berkley
Sk8er Boy,Mari Mancusi,3.72,eng,181.0,357,32,10/1/2005,Leisure Books,First Kiss Club,1,10,1,2005,21,1,от 100 до 500 стр.,3.72,181.0,Leisure Books
Bride & Groom,Susan Conant/Maxwell Award,3.78,eng,262.0,263,19,1/4/2005,Berkley,A Dog Lover's Mystery,16,1,4,2005,21,2,от 100 до 500 стр.,3.78,262.0,Berkley
Stud Rites,Susan Conant,3.81,eng,237.0,322,16,3/1/2005,Berkley Prime Crime Books,A Dog Lover's Mystery,9,3,1,2005,21,1,от 100 до 500 стр.,3.81,237.0,Berkley Prime Crime Books
The Dogfather,Susan Conant,3.83,eng,272.0,320,20,2/3/2004,Berkley,A Dog Lover's Mystery,15,2,3,2004,21,1,от 100 до 500 стр.,3.83,272.0,Berkley
Steamed,Jessica Conant-Park/Susan Conant,3.45,eng,320.0,956,93,2/6/2007,Berkley,A Gourmet Girl Mystery,1,2,6,2007,21,2,от 100 до 500 стр.,3.45,320.0,Berkley
Paws Before Dying,Susan Conant,3.9,eng,197.0,427,20,1/1/1960,Berkley Books,A Dog Lover's Mystery,4,1,1,1960,20,1,от 100 до 500 стр.,3.9,197.0,Berkley Books
A New Leash on Death,Susan Conant,3.79,eng,180.0,1097,71,4/1/1994,Berkley Prime Crime,A Dog Lover's Mystery,1,4,1,1994,20,1,от 100 до 500 стр.,3.79,180.0,Berkley Prime Crime
Lucifer's Shado,David Hewson,,eng,369.0,586,52,7/26/2005,Delta,-,0,7,26,2005,21,1,от 100 до 500 стр.,3.95,369.0,Delta
The Ke,Lynsay Sands,4.04,eng,313.0,2152,89,1/1/2003,Leisure Books,-,0,1,1,2003,21,1,от 100 до 500 стр.,4.04,313.0,Leisure Books
The Deed,Lynsay Sands,3.94,eng,313.0,3048,168,12/1/2004,Leisure Books,Deed,1,12,1,2004,21,1,от 100 до 500 стр.,3.94,313.0,Leisure Books
The Chase,Lynsay Sands,4.06,eng,374.0,2098,68,12/1/2004,Leisure Books,Deed,3,12,1,2004,21,1,от 100 до 500 стр.,4.06,374.0,Leisure Books
Blis,Lynsay Sands,3.97,eng,394.0,1742,108,9/1/2001,Leisure Books,-,0,9,1,2001,21,1,от 100 до 500 стр.,3.97,394.0,Leisure Books
The Perfect Wif,Lynsay Sands,3.86,eng,354.0,2712,131,10/1/2005,Leisure Books,-,0,10,1,2005,21,1,от 100 до 500 стр.,3.86,354.0,Leisure Books
Sweet Reveng,Lynsay Sands,,eng,400.0,1786,90,2/1/2004,Leisure Books,-,0,2,1,2004,21,1,от 100 до 500 стр.,3.95,400.0,Leisure Books
The Reluctant Reforme,Lynsay Sands,3.91,eng,371.0,1274,61,2/3/2002,Leisure,-,0,2,3,2002,21,1,от 100 до 500 стр.,3.91,371.0,Leisure
Love Is Blin,Lynsay Sands,3.99,eng,342.0,3488,207,8/1/2006,Leisure Books,-,0,8,1,2006,21,1,от 100 до 500 стр.,3.99,342.0,Leisure Books
Standard Catalog of Smith & Wesso,Jim Supica/Richard Nahas,,other,432.0,38,1,1/1/2007,Gun Digest Books,-,0,1,1,2007,21,2,от 100 до 500 стр.,3.95,432.0,Gun Digest Books
Korea's Place in the Sun: A Modern Histor,Bruce Cumings,3.77,eng,544.0,647,67,9/17/2005,W. W. Norton  Company,-,0,9,17,2005,21,1,от 500 до 1000 стр.,3.77,544.0,W. W. Norton  Company
Black Kis,Howard Chaykin,3.56,eng,136.0,277,28,5/16/2000,Eros Comix,-,0,5,16,2000,20,1,от 100 до 500 стр.,3.56,136.0,Eros Comix
Son of Superma,Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge,3.38,eng,,11,1,1/1/2000,DC Comics,-,0,1,1,2000,20,5,,3.38,296.0,DC Comics
Castle Diary: The Journal of Tobias Burges,Richard Platt/Chris Riddell,3.82,eng,128.0,1155,66,7/14/2003,Candlewick,-,0,7,14,2003,21,2,от 100 до 500 стр.,3.82,128.0,Candlewick
Disaster!: Catastrophes That Shook the Worl,Richard Bonson/Richard Platt,,eng,,16,2,9/1/1997,DK Publishing (Dorling Kindersley),-,0,9,1,1997,20,2,,3.95,296.0,DK Publishing (Dorling Kindersley)
Stephen Biesty's Incredible Explosion,Stephen Biesty/Richard Platt,4.41,eng,32.0,30,2,7/1/1996,DK Publishing (Dorling Kindersley),-,0,7,1,1996,20,2,до 100 стр.,4.41,32.0,DK Publishing (Dorling Kindersley)
The Burglar Who Thought He Was Bogart,Lawrence Block,,other,400.0,2134,99,10/31/2006,HarperTorch,Bernie Rhodenbarr,7,10,31,2006,21,1,от 100 до 500 стр.,3.95,400.0,HarperTorch
Hit Parade,Lawrence Block,3.86,eng,295.0,104,12,7/3/2006,William Morrow,John Keller,3,7,3,2006,21,1,от 100 до 500 стр.,3.86,295.0,William Morrow
The Girl with the Long Green Hear,Lawrence Block,3.75,eng,251.0,1236,115,11/1/2005,Hard Crime Case,-,0,11,1,2005,21,1,от 100 до 500 стр.,3.75,251.0,Hard Crime Case
